INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
2002-037K,28690,DEBRIS,SL-12 DEB,CIS,2002-07-25,TTMTR,2005-06-04,94.05,63.46,680,265,,,0,,409,2002,37,K,Y,SL-12 DEB,2002-037K,28690
2002-037L,28691,DEBRIS,SL-12 DEB,CIS,2002-07-25,TTMTR,2005-06-04,92.91,63.63,547,287,,,0,,409,2002,37,L,Y,SL-12 DEB,2002-037L,28691
2002-037J,28689,DEBRIS,SL-12 DEB,CIS,2002-07-25,TTMTR,2005-06-03,92.3,63.45,540,234,,,0,,409,2002,37,J,Y,SL-12 DEB,2002-037J,28689
1994-029AEP,27759,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,2005-05-31,90.03,81.74,289,262,,,0,SMALL,5942,1994,29,AEP,Y,PEGASUS DEB,1994-029AEP,27759
1989-052G,28489,DEBRIS,SL-12 DEB,CIS,1989-07-05,TTMTR,2005-05-25,90.51,47.88,331,268,,,0,SMALL,5942,1989,52,G,Y,SL-12 DEB,1989-052G,28489
1991-082AZ,28336,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,2005-05-21,92.06,98.72,404,347,,,0,SMALL,5942,1991,82,AZ,Y,DMSP 5D-2 F11 DEB,1991-082AZ,28336
1999-057LE,26459,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,2005-05-18,88.43,98.4,212,182,,,0,SMALL,5942,1999,57,LE,Y,CZ-4 DEB,1999-057LE,26459
1991-082F,28294,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,2005-05-17,91.88,98.76,391,342,,,0,SMALL,5942,1991,82,F,Y,DMSP 5D-2 F11 DEB,1991-082F,28294
1983-127P,27467,DEBRIS,SL-12 DEB,CIS,1983-12-29,TTMTR,2005-05-15,90.6,51.94,402,207,,,0,MEDIUM,5942,1983,127,P,Y,SL-12 DEB,1983-127P,27467
1975-052DL,21390,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,2005-05-11,90.6,100.05,317,291,,,0,SMALL,5942,1975,52,DL,Y,DELTA 1 DEB,1975-052DL,21390
1978-096H,28267,DEBRIS,TIROS N DEB,US,1978-10-13,AFWTR,2005-05-09,92.5,97.72,411,383,,,0,SMALL,5942,1978,96,H,Y,TIROS N DEB,1978-096H,28267
1991-082H,28296,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,2005-05-05,91.55,98.76,371,330,,,0,SMALL,5942,1991,82,H,Y,DMSP 5D-2 F11 DEB,1991-082H,28296
2004-030B,28390,ROCKET BODY,DELTA 2 R/B(1),US,2004-08-03,AFETR,2005-05-02,88.22,32.08,261,112,,,0,LARGE,5942,2004,30,B,Y,DELTA 2 R/B(1),2004-030B,28390
2002-037F,27475,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,2002-07-25,TTMTR,2005-04-29,87.37,63.6,151,137,,,0,MEDIUM,5942,2002,37,F,Y,SL-12 R/B(AUX MOTOR),2002-037F,27475
2001-005D,26697,DEBRIS,ARIANE DEB (SPELDA),FR,2001-02-07,FRGUI,2005-04-28,89.08,6.68,339,119,,,0,LARGE,5942,2001,5,D,Y,ARIANE DEB (SPELDA),2001-005D,26697
2004-040A,28444,PAYLOAD,SOYUZ-TMA 5,CIS,2004-10-14,TTMTR,2005-04-25,91.63,51.65,360,349,,,0,LARGE,5942,2004,40,A,Y,SOYUZ-TMA 5,2004-040A,28444
2005-013B,28641,ROCKET BODY,SL-4 R/B,CIS,2005-04-15,TTMTR,2005-04-17,87.37,51.61,148,140,,,0,LARGE,5942,2005,13,B,Y,SL-4 R/B,2005-013B,28641
1992-093FJ,22469,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,2005-04-15,90.58,71.11,315,290,,,0,SMALL,5942,1992,93,FJ,Y,SL-16 DEB,1992-093FJ,22469
1992-047W,28587,DEBRIS,SL-12 DEB,CIS,1992-07-30,TTMTR,2005-04-15,106.99,64.83,1891,284,,,0,SMALL,6978,1992,47,W,Y,SL-12 DEB,1992-047W,28587
1998-067AF,28635,DEBRIS,ISS DEB,ISS,1998-11-20,TTMTR,2005-04-10,89.69,51.64,269,250,,,0,SMALL,5942,1998,67,AF,Y,ISS DEB,1998-067AF,28635
1963-053K,17665,DEBRIS,SCOUT X-4 DEB,US,1963-12-19,AFWTR,2005-04-08,93.14,78.46,588,268,,,0,SMALL,6281,1963,53,K,Y,SCOUT X-4 DEB,1963-053K,17665
1999-057T,26131,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,2005-04-05,89.22,98.35,240,232,,,0,SMALL,5942,1999,57,T,Y,CZ-4 DEB,1999-057T,26131
2005-010B,28630,ROCKET BODY,SL-12 R/B(1),CIS,2005-03-29,TTMTR,2005-04-01,87.19,51.62,139,131,,,0,LARGE,5942,2005,10,B,Y,SL-12 R/B(1),2005-010B,28630
2005-010C,28631,DEBRIS,SL-12 PLAT,CIS,2005-03-29,TTMTR,2005-03-31,87.68,51.62,160,159,,,0,MEDIUM,5942,2005,10,C,Y,SL-12 PLAT,2005-010C,28631
1972-069C,6250,DEBRIS,SCOUT B-1 DEB,US,1972-09-02,AFWTR,2005-03-31,88,89.61,184,168,,,0,SMALL,5942,1972,69,C,Y,SCOUT B-1 DEB,1972-069C,6250
1995-019B,23554,ROCKET BODY,ATLAS 2A CENTAUR R/B,US,1995-04-07,AFETR,2005-03-30,89.54,25.93,388,115,,,0,LARGE,5942,1995,19,B,Y,ATLAS 2A CENTAUR R/B,1995-019B,23554
2002-019B,27415,ROCKET BODY,ARIANE 44L R/B,FR,2002-04-16,FRGUI,2005-03-26,90.7,6.45,511,107,,,0,LARGE,5942,2002,19,B,Y,ARIANE 44L R/B,2002-019B,27415
1981-059J,28148,DEBRIS,NOAA 7 DEB,US,1981-06-23,AFWTR,2005-03-19,93.15,98.33,451,406,,,0,SMALL,5942,1981,59,J,Y,NOAA 7 DEB,1981-059J,28148
1991-053D,21633,ROCKET BODY,SL-6 R/B(2),CIS,1991-08-01,PKMTR,2005-03-17,92.5,62,730,64,,,0,LARGE,5942,1991,53,D,Y,SL-6 R/B(2),1991-053D,21633
1963-014AV,2998,DEBRIS,WESTFORD NEEDLES,US,1963-05-09,AFWTR,2005-03-15,90.11,83.43,376,184,,,0,MEDIUM,5942,1963,14,AV,Y,WESTFORD NEEDLES,1963-014AV,2998
1987-079BD,28149,DEBRIS,SL-12 DEB,CIS,1987-09-16,TTMTR,2005-03-10,88.7,64.96,239,181,,,0,SMALL,5942,1987,79,BD,Y,SL-12 DEB,1987-079BD,28149
2004-051A,28503,PAYLOAD,PROGRESS-M 51,CIS,2004-12-23,TTMTR,2005-03-09,91.24,51.64,355,316,,,0,LARGE,5942,2004,51,A,Y,PROGRESS-M 51,2004-051A,28503
2005-007B,28625,ROCKET BODY,SL-4 R/B,CIS,2005-02-28,TTMTR,2005-03-02,87.23,51.64,144,131,,,0,LARGE,6978,2005,7,B,Y,SL-4 R/B,2005-007B,28625
1975-052BN,21344,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,2005-03-02,89.3,99.26,259,221,,,0,SMALL,5942,1975,52,BN,Y,DELTA 1 DEB,1975-052BN,21344
1990-039A,20583,PAYLOAD,MOLNIYA 1-77,CIS,1990-04-26,PKMTR,2005-02-25,93.94,62.02,863,72,,,0,LARGE,6281,1990,39,A,Y,MOLNIYA 1-77,1990-039A,20583
2003-018B,27808,ROCKET BODY,GSLV R/B,IND,2003-05-08,SRI,2005-02-24,101.85,18.69,1582,110,,,0,LARGE,5942,2003,18,B,Y,GSLV R/B,2003-018B,27808
2004-015F,28242,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,2004-04-26,TTMTR,2005-02-21,98.19,47.31,1249,95,,,0,MEDIUM,5942,2004,15,F,Y,SL-12 R/B(AUX MOTOR),2004-015F,28242
1989-101R,26796,DEBRIS,SL-12 DEB,CIS,1989-12-27,TTMTR,2005-02-16,89.64,46.43,397,116,,,0,MEDIUM,5942,1989,101,R,Y,SL-12 DEB,1989-101R,26796
1994-014B,23020,ROCKET BODY,SL-14 R/B,CIS,1994-03-02,PKMTR,2005-02-13,86.86,82.44,124,113,,,0,LARGE,5942,1994,14,B,Y,SL-14 R/B,1994-014B,23020
1989-101T,26798,DEBRIS,SL-12 DEB,CIS,1989-12-27,TTMTR,2005-02-10,89.46,46.23,366,129,,,0,SMALL,5942,1989,101,T,Y,SL-12 DEB,1989-101T,26798
2003-005D,27666,ROCKET BODY,DELTA 2 R/B(2) (PAM-D),US,2003-01-29,AFETR,2005-02-08,87.74,38.79,208,118,,,0,LARGE,5942,2003,5,D,Y,DELTA 2 R/B(2) (PAM-D),2003-005D,27666
1987-079AW,27957,DEBRIS,SL-12 DEB,CIS,1987-09-16,TTMTR,2005-02-08,93.15,65.6,592,265,,,0,SMALL,5942,1987,79,AW,Y,SL-12 DEB,1987-079AW,27957
1999-035G,28406,DEBRIS,FUSE 1 DEB,US,1999-06-24,AFETR,2005-02-08,89.32,24.86,286,196,,,0,SMALL,5942,1999,35,G,Y,FUSE 1 DEB,1999-035G,28406
1968-097CL,5417,DEBRIS,COSMOS 252 DEB,CIS,1968-11-01,TTMTR,2005-01-31,88.53,62.7,204,199,,,0,SMALL,5942,1968,97,CL,Y,COSMOS 252 DEB,1968-097CL,5417
1996-025A,23853,PAYLOAD,COSMOS 2332,CIS,1996-04-24,PKMTR,2005-01-28,87.22,82.88,150,124,,,0,LARGE,7179,1996,25,A,Y,COSMOS 2332,1996-025A,23853
1968-116B,5978,ROCKET BODY,DELTA 1 R/B(2),US,1968-12-19,AFETR,2005-01-26,90.32,29.51,445,135,,,0,LARGE,5942,1968,116,B,Y,DELTA 1 R/B(2),1968-116B,5978
1998-067AD,28412,DEBRIS,ISS DEB,ISS,1998-11-20,TTMTR,2005-01-25,87.76,51.61,166,161,,,0,MEDIUM,5942,1998,67,AD,Y,ISS DEB,1998-067AD,28412
2003-053G,28093,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,2003-11-24,TTMTR,2005-01-23,105.19,48.02,1910,97,,,0,MEDIUM,5942,2003,53,G,Y,SL-12 R/B(AUX MOTOR),2003-053G,28093
2003-023C,28516,DEBRIS,COSMOS 2398 DEB,CIS,2003-06-04,PKMTR,2005-01-23,94.92,82.43,665,364,,,0,SMALL,5942,2003,23,C,Y,COSMOS 2398 DEB,2003-023C,28516
1970-091AM,5083,DEBRIS,COSMOS 375 DEB,CIS,1970-10-30,TTMTR,2005-01-23,88.88,62.75,230,209,,,0,SMALL,5942,1970,91,AM,Y,COSMOS 375 DEB,1970-091AM,5083
2001-049NT,27656,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,2005-01-17,89.35,97.79,248,237,,,0,SMALL,5942,2001,49,NT,Y,PSLV DEB,2001-049NT,27656
2000-071C,26607,ROCKET BODY,DELTA 2 R/B(2) (PAM-D),US,2000-11-10,AFETR,2005-01-13,88.12,38.8,244,119,,,0,LARGE,5942,2000,71,C,Y,DELTA 2 R/B(2) (PAM-D),2000-071C,26607
2004-038D,28502,DEBRIS,COSMOS 2410 DEB,CIS,2004-09-24,PKMTR,2005-01-11,87.95,67.11,196,151,,,0,LARGE,6978,2004,38,D,Y,COSMOS 2410 DEB,2004-038D,28502
2004-038C,28501,DEBRIS,COSMOS 2410 DEB,CIS,2004-09-24,PKMTR,2005-01-11,87.85,67.12,188,147,,,0,LARGE,6978,2004,38,C,Y,COSMOS 2410 DEB,2004-038C,28501
2001-049CQ,27144,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,2005-01-10,88.1,97.7,185,176,,,0,SMALL,5942,2001,49,CQ,Y,PSLV DEB,2001-049CQ,27144
2004-038A,28396,PAYLOAD,COSMOS 2410,CIS,2004-09-24,PKMTR,2005-01-09,89.22,67.12,288,183,,,0,LARGE,5942,2004,38,A,Y,COSMOS 2410,2004-038A,28396
1992-070F,22535,DEBRIS,IRIS DEB,IT,1992-10-22,AFETR,2005-01-08,88.87,41.07,260,177,,,0,SMALL,5942,1992,70,F,Y,IRIS DEB,1992-070F,22535
1988-085CP,28276,DEBRIS,SL-12 DEB,CIS,1988-09-16,TTMTR,2005-01-07,105.09,65.66,1766,232,,,0,SMALL,5942,1988,85,CP,Y,SL-12 DEB,1988-085CP,28276
1987-079AF,27922,DEBRIS,SL-12 DEB,CIS,1987-09-16,TTMTR,2005-01-01,90.88,65.19,374,261,,,0,MEDIUM,5942,1987,79,AF,Y,SL-12 DEB,1987-079AF,27922
2004-045B,28475,ROCKET BODY,DELTA 2 R/B(1),US,2004-11-06,AFETR,2005-01-01,87.6,33.1,184,127,,,0,LARGE,5942,2004,45,B,Y,DELTA 2 R/B(1),2004-045B,28475
2004-053F,28513,DEBRIS,SL-12 PLAT,CIS,2004-12-26,TTMTR,2004-12-28,88.55,65,268,138,,,0,SMALL,5942,2004,53,F,Y,SL-12 PLAT,2004-053F,28513
2001-037F,26897,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,2001-08-24,TTMTR,2004-12-28,87.03,46.96,167,87,,,0,MEDIUM,5942,2001,37,F,Y,SL-12 R/B(AUX MOTOR),2001-037F,26897
2004-053D,28511,ROCKET BODY,SL-12 R/B(1),CIS,2004-12-26,TTMTR,2004-12-27,86.87,64.85,129,110,,,0,LARGE,6978,2004,53,D,Y,SL-12 R/B(1),2004-053D,28511
2004-051B,28504,ROCKET BODY,SL-4 R/B,CIS,2004-12-23,TTMTR,2004-12-27,86.96,51.64,126,121,,,0,LARGE,5942,2004,51,B,Y,SL-4 R/B,2004-051B,28504
1999-035C,27407,DEBRIS,FUSE 1 DEB,US,1999-06-24,AFETR,2004-12-25,93.96,24.9,493,444,,,0,SMALL,5942,1999,35,C,Y,FUSE 1 DEB,1999-035C,27407
2004-032A,28399,PAYLOAD,PROGRESS-M 50,CIS,2004-08-11,TTMTR,2004-12-23,91.62,51.64,357,351,,,0,LARGE,5942,2004,32,A,Y,PROGRESS-M 50,2004-032A,28399
2004-047B,28486,ROCKET BODY,DELTA 2 R/B,US,2004-11-20,AFETR,2004-12-23,87.44,19.44,162,133,,,0,LARGE,5942,2004,47,B,Y,DELTA 2 R/B,2004-047B,28486
1990-101D,20952,ROCKET BODY,SL-6 R/B(2),CIS,1990-11-23,PKMTR,2004-12-15,88.83,62.12,357,76,,,0,LARGE,5942,1990,101,D,Y,SL-6 R/B(2),1990-101D,20952
1972-058AD,7857,DEBRIS,DELTA 1 DEB,US,1972-07-23,AFWTR,2004-12-14,87.25,98.34,145,131,,,0,LARGE,5942,1972,58,AD,Y,DELTA 1 DEB,1972-058AD,7857
2000-060B,26560,ROCKET BODY,ARIANE 42L R/B,FR,2000-10-06,FRGUI,2004-12-12,89.11,7.89,359,102,,,0,LARGE,5942,2000,60,B,Y,ARIANE 42L R/B,2000-060B,26560
2003-020B,27812,ROCKET BODY,ATLAS 5 CENTAUR R/B,US,2003-05-13,AFETR,2004-12-12,101.86,17.38,1605,89,,,0,LARGE,5942,2003,20,B,Y,ATLAS 5 CENTAUR R/B,2003-020B,27812
1999-035E,28387,DEBRIS,FUSE 1 DEB,US,1999-06-24,AFETR,2004-12-11,94.27,25.04,519,447,,,0,SMALL,5799,1999,35,E,Y,FUSE 1 DEB,1999-035E,28387
1973-086BW,7078,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,2004-12-10,91.7,102.63,395,321,,,0,MEDIUM,5942,1973,86,BW,Y,DELTA 1 DEB,1973-086BW,7078
1976-066C,9017,ROCKET BODY,DELTA 1 R/B(2),US,1976-07-08,AFETR,2004-12-06,87.14,24.38,158,108,,,0,LARGE,5942,1976,66,C,Y,DELTA 1 R/B(2),1976-066C,9017
2001-049CJ,27138,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,2004-12-01,89.65,97.66,267,247,,,0,SMALL,5942,2001,49,CJ,Y,PSLV DEB,2001-049CJ,27138
1965-096D,1996,DEBRIS,DIAMANT DEB,FR,1965-11-26,HGSTR,2004-11-28,89.48,34.21,259,239,,,0,SMALL,5942,1965,96,D,Y,DIAMANT DEB,1965-096D,1996
1978-026HP,19953,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,2004-11-26,90.01,98.21,285,265,,,0,SMALL,5942,1978,26,HP,Y,DELTA 1 DEB,1978-026HP,19953
1994-029ADJ,25271,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,2004-11-24,88.61,81.68,220,191,,,0,SMALL,6281,1994,29,ADJ,Y,PEGASUS DEB,1994-029ADJ,25271
1983-113F,28457,DEBRIS,DMSP 5D-2 F7 DEB,US,1983-11-18,AFWTR,2004-11-18,92.41,98.37,423,363,,,0,SMALL,5942,1983,113,F,Y,DMSP 5D-2 F7 DEB,1983-113F,28457
1999-035D,27947,DEBRIS,FUSE 1 DEB,US,1999-06-24,AFETR,2004-11-16,94.6,25,543,455,,,0,SMALL,5942,1999,35,D,Y,FUSE 1 DEB,1999-035D,27947
1993-025D,22636,ROCKET BODY,SL-6 R/B(2),CIS,1993-04-21,PKMTR,2004-11-15,90.6,63.49,528,80,,,0,LARGE,6281,1993,25,D,Y,SL-6 R/B(2),1993-025D,22636
1974-089DX,9698,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,2004-11-14,90.67,101.74,318,297,,,0,SMALL,5942,1974,89,DX,Y,THORAD DELTA 1 DEB,1974-089DX,9698
1994-058A,23249,PAYLOAD,TELSTAR 402,US,1994-09-09,FRGUI,2004-11-14,106.03,7.08,1987,99,,,0,LARGE,5942,1994,58,A,Y,TELSTAR 402,1994-058A,23249
1970-025HQ,4994,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,2004-11-12,90.97,99.68,327,317,,,0,SMALL,5799,1970,25,HQ,Y,THORAD AGENA D DEB,1970-025HQ,4994
2004-039A,28424,PAYLOAD,FSW-3 3,PRC,2004-09-27,JSC,2004-11-09,87.57,62.98,163,146,,,0,LARGE,5942,2004,39,A,Y,FSW-3 3,2004-039A,28424
2004-033A,28402,PAYLOAD,FSW-3 2,PRC,2004-08-29,JSC,2004-11-07,86.84,62.98,128,108,,,0,MEDIUM,5942,2004,33,A,Y,FSW-3 2,2004-033A,28402
1965-082AP,1676,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,2004-11-07,87.53,32.29,164,140,,,0,MEDIUM,5942,1965,82,AP,Y,TITAN 3C TRANSTAGE DEB,1965-082AP,1676
2004-043E,28467,DEBRIS,SL-12 DEB,CIS,2004-10-29,TTMTR,2004-11-05,88.67,51.58,262,155,,,0,SMALL,6978,2004,43,E,Y,SL-12 DEB,2004-043E,28467
1986-019QT,18196,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,2004-11-04,88.35,98.13,202,184,,,0,SMALL,6281,1986,19,QT,Y,ARIANE 1 DEB,1986-019QT,18196
2004-043G,28469,DEBRIS,SL-12 DEB,CIS,2004-10-29,TTMTR,2004-11-03,90.06,51.58,382,174,,,0,SMALL,6978,2004,43,G,Y,SL-12 DEB,2004-043G,28469
2004-043F,28468,DEBRIS,SL-12 DEB,CIS,2004-10-29,TTMTR,2004-11-03,89.36,51.61,321,165,,,0,,1078,2004,43,F,Y,SL-12 DEB,2004-043F,28468
2004-043B,28464,ROCKET BODY,SL-12 R/B(1),CIS,2004-10-29,TTMTR,2004-11-01,86.88,51.64,122,117,,,0,LARGE,5942,2004,43,B,Y,SL-12 R/B(1),2004-043B,28464
1991-082G,28295,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,2004-10-30,91.23,98.64,352,318,,,0,SMALL,5942,1991,82,G,Y,DMSP 5D-2 F11 DEB,1991-082G,28295
2004-043C,28465,DEBRIS,SL-12 PLAT,CIS,2004-10-29,TTMTR,2004-10-30,87.74,51.62,164,161,,,0,LARGE,6978,2004,43,C,Y,SL-12 PLAT,2004-043C,28465
1999-035J,28422,DEBRIS,FUSE 1 DEB,US,1999-06-24,AFETR,2004-10-27,93.77,24.97,527,390,,,0,SMALL,5942,1999,35,J,Y,FUSE 1 DEB,1999-035J,28422
2001-049AM,27093,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,2004-10-27,87.99,97.71,184,166,,,0,MEDIUM,5942,2001,49,AM,Y,PSLV DEB,2001-049AM,27093
2004-013A,28228,PAYLOAD,SOYUZ-TMA 4,CIS,2004-04-19,TTMTR,2004-10-24,91.77,51.64,366,356,,,0,LARGE,5942,2004,13,A,Y,SOYUZ-TMA 4,2004-013A,28228
1999-057BX,26185,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,2004-10-23,88.18,98.43,191,179,,,0,SMALL,5942,1999,57,BX,Y,CZ-4 DEB,1999-057BX,26185
2004-039D,28449,DEBRIS,FSW-3 3 DEB,PRC,2004-09-27,JSC,2004-10-17,88.22,62.97,251,122,,,0,,139,2004,39,D,Y,FSW-3 3 DEB,2004-039D,28449
2004-040B,28445,ROCKET BODY,SL-4 R/B,CIS,2004-10-14,TTMTR,2004-10-16,87.13,51.61,141,123,,,0,LARGE,6978,2004,40,B,Y,SL-4 R/B,2004-040B,28445
1987-079BG,28212,DEBRIS,SL-12 DEB,CIS,1987-09-16,TTMTR,2004-10-16,95.13,65.31,760,289,,,0,MEDIUM,6929,1987,79,BG,Y,SL-12 DEB,1987-079BG,28212
1994-029FW,24123,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,2004-10-16,88.7,81.94,216,205,,,0,SMALL,6929,1994,29,FW,Y,PEGASUS DEB,1994-029FW,24123
1998-067AB,28410,DEBRIS,ISS DEB,ISS,1998-11-20,TTMTR,2004-10-14,87.69,51.62,166,155,,,0,SMALL,5799,1998,67,AB,Y,ISS DEB,1998-067AB,28410
1965-020BV,1495,DEBRIS,SL-8 DEB,CIS,1965-03-15,TTMTR,2004-10-14,88.99,55.51,236,213,,,0,SMALL,5942,1965,20,BV,Y,SL-8 DEB,1965-020BV,1495
1998-067Z,28408,DEBRIS,ISS DEB,ISS,1998-11-20,TTMTR,2004-10-12,88.63,51.62,212,201,,,0,SMALL,5942,1998,67,Z,Y,ISS DEB,1998-067Z,28408
1998-067AA,28409,DEBRIS,ISS DEB,ISS,1998-11-20,TTMTR,2004-10-12,88.44,51.61,205,190,,,0,MEDIUM,5942,1998,67,AA,Y,ISS DEB,1998-067AA,28409
2004-010E,28197,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,2004-03-27,TTMTR,2004-10-11,91.3,46.99,589,88,,,0,MEDIUM,5942,2004,10,E,Y,SL-12 R/B(AUX MOTOR),2004-010E,28197
2004-039B,28425,ROCKET BODY,CZ-2D R/B,PRC,2004-09-27,JSC,2004-10-10,87.35,62.99,147,139,,,0,LARGE,5942,2004,39,B,Y,CZ-2D R/B,2004-039B,28425
1981-053LF,17636,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,2004-10-09,89.13,82.93,253,210,,,0,SMALL,6113,1981,53,LF,Y,COSMOS 1275 DEB,1981-053LF,17636
1991-053A,21630,PAYLOAD,MOLNIYA 1-82,CIS,1991-08-01,PKMTR,2004-10-09,94.16,61.7,879,77,,,0,LARGE,5942,1991,53,A,Y,MOLNIYA 1-82,1991-053A,21630
1991-010H,25802,DEBRIS,SL-12 DEB,CIS,1991-02-14,TTMTR,2004-10-07,110.87,46.76,2454,80,,,0,MEDIUM,5942,1991,10,H,Y,SL-12 DEB,1991-010H,25802
1998-067AE,28386,DEBRIS,ISS DEB,ISS,1998-11-20,TTMTR,2004-10-05,88.39,51.62,204,186,,,0,SMALL,5942,1998,67,AE,Y,ISS DEB,1998-067AE,28386
1998-067AC,28411,DEBRIS,ISS DEB,ISS,1998-11-20,TTMTR,2004-10-03,88.86,51.64,226,211,,,0,MEDIUM,5942,1998,67,AC,Y,ISS DEB,1998-067AC,28411
2004-033E,28427,DEBRIS,FSW-3 2 DEB,PRC,2004-08-29,JSC,2004-10-01,88.56,62.91,298,109,,,0,LARGE,6978,2004,33,E,Y,FSW-3 2 DEB,2004-033E,28427
2004-038B,28397,ROCKET BODY,SL-4 R/B,CIS,2004-09-24,PKMTR,2004-10-01,87.46,67.14,173,124,,,0,LARGE,6978,2004,38,B,Y,SL-4 R/B,2004-038B,28397
1978-026GM,14912,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,2004-10-01,88.64,98.88,218,196,,,0,SMALL,5942,1978,26,GM,Y,DELTA 1 DEB,1978-026GM,14912
1991-015F,23236,DEBRIS,ARIANE 44LP DEB,FR,1991-03-02,FRGUI,2004-09-28,90.05,6.64,437,117,,,0,LARGE,5942,1991,15,F,Y,ARIANE 44LP DEB,1991-015F,23236
2004-039C,28426,DEBRIS,CZ-2D DEB,PRC,2004-09-27,JSC,2004-09-28,87.81,62.88,172,160,,,0,MEDIUM,5942,2004,39,C,Y,CZ-2D DEB,2004-039C,28426
2004-026B,28377,ROCKET BODY,DELTA 2 R/B,US,2004-07-15,AFWTR,2004-09-23,87.71,102.99,184,138,,,0,LARGE,5942,2004,26,B,Y,DELTA 2 R/B,2004-026B,28377
2004-009B,28191,ROCKET BODY,DELTA 2 R/B(1),US,2004-03-20,AFETR,2004-09-22,87.2,30.24,155,116,,,0,LARGE,5942,2004,9,B,Y,DELTA 2 R/B(1),2004-009B,28191
2003-053F,28092,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,2003-11-24,TTMTR,2004-09-20,103.12,48.01,1718,94,,,0,LARGE,5942,2003,53,F,Y,SL-12 R/B(AUX MOTOR),2003-053F,28092
2004-016B,28239,ROCKET BODY,BLOCK DM-SL R/B,SEAL,2004-05-04,SEAL,2004-09-20,107.84,0.32,2149,104,,,0,LARGE,5942,2004,16,B,Y,BLOCK DM-SL R/B,2004-016B,28239
1968-091CF,6138,DEBRIS,COSMOS 249 DEB,CIS,1968-10-20,TTMTR,2004-09-16,88.61,62.25,214,198,,,0,SMALL,5942,1968,91,CF,Y,COSMOS 249 DEB,1968-091CF,6138
2003-058B,28130,ROCKET BODY,DELTA 2 R/B(1),US,2003-12-21,AFETR,2004-09-15,87.77,29.82,184,144,,,0,LARGE,5942,2003,58,B,Y,DELTA 2 R/B(1),2003-058B,28130
2004-010D,28186,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,2004-03-27,TTMTR,2004-09-10,94.02,46.87,815,128,,,0,LARGE,5942,2004,10,D,Y,SL-12 R/B(AUX MOTOR),2004-010D,28186
2004-033B,28403,ROCKET BODY,CZ-2C R/B,PRC,2004-08-29,JSC,2004-09-10,87.01,62.97,138,115,,,0,LARGE,5942,2004,33,B,Y,CZ-2C R/B,2004-033B,28403
1987-079BA,27961,DEBRIS,SL-12 DEB,CIS,1987-09-16,TTMTR,2004-09-09,90.62,65.56,348,262,,,0,MEDIUM,5942,1987,79,BA,Y,SL-12 DEB,1987-079BA,27961
2001-034D,28453,PAYLOAD,GENESIS SRC,US,2001-08-08,AFETR,2004-09-08,95687.68,52.05,373237,0,,,0,,6929,2001,34,D,Y,GENESIS SRC,2001-034D,28453
2004-023B,28362,ROCKET BODY,DELTA 2 R/B(1),US,2004-06-23,AFETR,2004-09-01,87.82,32.85,200,133,,,0,LARGE,5942,2004,23,B,Y,DELTA 2 R/B(1),2004-023B,28362
